customer_id,gender,age,gender_encoded,vehicle_type,vehicle_type_encoded,registration_date,last_service_date,avg_service_interval_days,total_services,monthly_spend_inr,city,customer_tenure_days,churned,churn_date,tenure_months,days_since_last_service,service_frequency,spend_per_service
CUST00181,Male,57,1,Four-wheeler,1,2018-05-13,2021-06-06,152,9,4218.53,Pune,1120,0,,37,25,0.24107136399874174,421.85299999999995
CUST00182,Male,27,1,Four-wheeler,1,2017-01-11,2021-06-21,70,24,3818.79,Pune,1622,0,,54,10,0.4438963420660279,152.7516
CUST00183,Female,24,0,Two-wheeler,0,2017-09-19,2021-06-10,68,20,1754.46,Pune,1360,0,,45,21,0.4411763732699176,83.54571428571428
CUST00184,Female,45,0,Two-wheeler,0,2020-03-19,2021-04-03,76,5,850.59,Pune,380,0,,12,89,0.3947365304711602,141.76500000000001
CUST00185,Male,37,1,Four-wheeler,1,2018-08-25,2021-03-02,92,10,3547.72,Pune,920,0,,30,121,0.3260868501890706,322.52
CUST00186,Male,25,1,Four-wheeler,1,2017-01-12,2021-01-07,91,16,3473.22,Pune,1456,0,,48,175,0.32967026174376474,204.3070588235294
CUST00187,Female,56,0,Two-wheeler,0,2016-01-29,2021-06-15,87,24,1616.3,Pune,1964,0,,65,16,0.36659872200630517,64.652
CUST00188,Male,32,1,Two-wheeler,0,2021-01-26,2021-06-13,167,2,1355.73,Pune,138,0,,4,18,0.43478166351812286,451.91
CUST00189,Male,47,1,Two-wheeler,0,2019-04-20,2021-04-26,67,11,2164.83,Pune,737,1,2021-06-24,24,66,0.4477610117662096,180.4025
CUST00190,Male,24,1,Two-wheeler,0,2020-11-16,2021-02-16,92,1,1521.11,Pune,92,1,2021-05-07,3,135,0.3260858931981743,760.555
CUST00191,Male,32,1,Two-wheeler,0,2017-01-06,2021-01-29,106,14,1560.09,Pune,1484,1,2021-04-29,49,153,0.28301881071048296,104.006
CUST00192,Female,36,0,Four-wheeler,1,2021-01-02,2021-06-30,131,2,2715.02,Pune,179,0,,5,1,0.3351949689469794,905.0066666666667
CUST00193,Female,59,0,Four-wheeler,1,2017-07-06,2021-03-08,149,9,3457.33,Pune,1341,0,,44,115,0.2013422368361886,345.733
CUST00194,Male,64,1,Four-wheeler,1,2016-07-25,2021-06-20,163,12,3959.7,Pune,1791,0,,59,11,0.20100499145645032,304.59230769230766
CUST00195,Male,51,1,Four-wheeler,1,2016-07-25,2021-06-30,118,16,3722.23,Pune,1801,1,2021-06-25,60,1,0.26651855638225047,218.95470588235295
CUST00196,Male,48,1,Two-wheeler,0,2017-11-15,2021-04-22,66,19,637.76,Pune,1254,1,2021-04-24,41,70,0.45454534580254885,31.887999999999998
CUST00197,Female,22,0,Two-wheeler,0,2019-01-12,2021-06-04,166,6,1320.13,Pune,874,1,2021-06-27,29,27,0.2059495860584945,188.59
CUST00198,Female,59,0,Two-wheeler,0,2017-01-24,2021-05-16,143,11,2192.76,Pune,1573,0,,52,46,0.20979016977937004,182.73000000000002
CUST00199,Female,53,0,Two-wheeler,0,2020-12-29,2021-05-14,136,1,1439.74,Pune,136,0,,4,48,0.22058774870349554,719.87
CUST00200,Female,59,0,Four-wheeler,1,2018-02-23,2021-06-05,168,8,3628.97,Pune,1198,1,2021-06-18,39,26,0.20033383964928891,403.21888888888884
CUST00201,Male,46,1,Four-wheeler,1,2019-01-08,2021-04-12,33,25,4147.6,Pune,825,0,,27,80,0.909090578512517,159.52307692307693
CUST00202,Male,32,1,Two-wheeler,0,2019-09-28,2021-06-09,136,6,1438.15,Pune,620,1,2021-06-14,20,22,0.2903224401665612,205.45000000000002
CUST00203,Male,64,1,Two-wheeler,0,2020-05-08,2021-04-24,117,3,1816.41,Pune,351,0,,11,68,0.25641003725637845,454.1025
CUST00204,Female,52,0,Four-wheeler,1,2019-09-04,2021-06-30,150,5,3664.56,Pune,665,1,2021-06-30,22,1,0.2255638080163272,610.76
CUST00205,Male,25,1,Two-wheeler,0,2016-08-12,2021-04-11,131,13,1750.06,Pune,1703,0,,56,81,0.22900759324587316,125.00428571428571
CUST00206,Male,43,1,Two-wheeler,0,2017-12-19,2021-01-26,162,7,1651.69,Pune,1134,1,2021-06-11,37,156,0.1851851361944084,206.46125
CUST00207,Male,38,1,Four-wheeler,1,2020-09-27,2021-06-18,121,3,3280.95,Pune,264,1,2021-06-19,8,13,0.3409087035128369,820.2375
CUST00208,Male,35,1,Four-wheeler,1,2017-02-10,2021-06-25,76,21,3320.88,Pune,1596,1,2021-06-28,53,6,0.39473676790662254,150.94909090909093
CUST00209,Male,59,1,Two-wheeler,0,2017-05-28,2021-06-30,113,14,1158.17,Pune,1494,1,2021-06-30,49,1,0.2811244415412768,77.21133333333334
CUST00210,Male,47,1,Two-wheeler,0,2018-10-28,2021-02-19,169,5,844.12,Pune,845,0,,28,132,0.17751472987642725,140.68666666666667
CUST00211,Male,52,1,Four-wheeler,1,2016-05-04,2021-06-10,56,36,3997.81,Pune,1863,0,,62,21,0.5797100515764811,108.04891891891891
CUST00212,Male,60,1,Two-wheeler,0,2019-08-04,2021-06-05,90,8,1504.03,Pune,671,0,,22,26,0.35767495185918696,167.11444444444444
CUST00213,Male,32,1,Two-wheeler,0,2021-03-01,2021-05-21,81,1,1977.66,Pune,81,0,,2,41,0.3703689986333384,988.83
CUST00214,Male,62,1,Four-wheeler,1,2019-10-01,2021-05-23,75,8,4126.15,Pune,600,1,2021-05-30,20,39,0.3999998000001,458.46111111111105
CUST00215,Female,64,0,Two-wheeler,0,2018-04-27,2021-06-29,61,19,1521.37,Pune,1159,0,,38,2,0.4918031513883128,76.0685
CUST00216,Male,44,1,Four-wheeler,1,2020-08-01,2021-06-21,139,3,2974.6,Pune,324,1,2021-06-22,10,10,0.27777752057636984,743.65
CUST00217,Male,61,1,Two-wheeler,0,2020-07-14,2020-11-26,135,1,1421.52,Pune,135,1,2021-01-24,4,217,0.22222172839615914,710.76
CUST00218,Female,55,0,Four-wheeler,1,2020-05-15,2021-02-23,142,2,3231.54,Pune,284,1,2021-05-18,9,128,0.21126738246403262,1077.18
CUST00219,Male,46,1,Two-wheeler,0,2021-02-06,2021-06-28,90,2,707.94,Pune,142,1,2021-06-30,4,3,0.42253431858946777,235.98000000000002
CUST00220,Female,57,0,Two-wheeler,0,2021-05-03,2021-06-09,68,1,1299.31,Pune,37,0,,1,22,0.8108042367224049,649.655
CUST00221,Male,26,1,Two-wheeler,0,2020-01-31,2021-04-16,147,3,1471.39,Pune,441,1,2021-04-17,14,76,0.20408149382211307,367.8475
CUST00222,Male,24,1,Two-wheeler,0,2016-08-29,2021-06-08,105,17,1242.67,Pune,1744,0,,58,23,0.2924311423570283,69.03722222222223
CUST00223,Male,62,1,Four-wheeler,1,2020-04-02,2020-09-21,86,2,3191.38,Pune,172,1,2020-11-29,5,283,0.34883660086639384,1063.7933333333333
CUST00224,Male,64,1,Four-wheeler,1,2020-11-28,2021-02-11,75,1,2988.99,Pune,75,1,2021-03-21,2,140,0.39999840000639997,1494.495
CUST00225,Male,50,1,Two-wheeler,0,2019-03-23,2021-03-17,145,5,1578.37,Pune,725,0,,24,106,0.20689646611180712,263.06166666666667
CUST00226,Male,42,1,Two-wheeler,0,2017-12-08,2021-04-09,174,7,2247.71,Pune,1218,0,,40,83,0.1724137506370072,280.96375
CUST00227,Female,61,0,Four-wheeler,1,2017-11-30,2021-03-11,133,9,4011.45,Pune,1197,0,,39,112,0.22556385324214204,401.145
CUST00228,Male,29,1,Four-wheeler,1,2020-08-02,2021-06-13,137,3,3761.45,Pune,315,1,2021-06-21,10,18,0.2857140136057013,940.3625
CUST00229,Female,51,0,Two-wheeler,0,2021-01-05,2021-05-08,123,1,1770.16,Pune,123,0,,4,54,0.2439018441418436,885.08
CUST00230,Male,62,1,Two-wheeler,0,2021-03-26,2021-06-16,167,1,1446.94,Pune,82,0,,2,15,0.3658523200524876,723.47
CUST00231,Female,49,0,Two-wheeler,0,2020-03-23,2021-05-29,144,3,778.19,Pune,432,1,2021-06-14,14,33,0.20833318865750788,194.5475
CUST00232,Male,58,1,Four-wheeler,1,2017-06-27,2021-03-26,57,24,3352.23,Pune,1368,0,,45,97,0.5263156740535802,134.0892
CUST00233,Male,50,1,Two-wheeler,0,2021-04-27,2021-06-06,40,1,1112.29,Pune,40,0,,1,25,0.7499943750421871,556.145
CUST00234,Male,37,1,Four-wheeler,1,2017-09-20,2021-01-06,172,7,3561.88,Pune,1204,0,,40,176,0.1744185611913884,445.235
CUST00235,Male,55,1,Two-wheeler,0,2016-05-30,2021-06-02,155,12,1993.29,Pune,1829,0,,60,29,0.19682883594934344,153.32999999999998
CUST00236,Female,21,0,Four-wheeler,1,2019-06-15,2021-04-09,166,4,4289.36,Pune,664,0,,22,83,0.18072280991439313,857.872
CUST00237,Male,33,1,Two-wheeler,0,2017-04-07,2021-06-21,62,26,1525.85,Pune,1536,0,,51,10,0.5078124008178904,56.51296296296296
CUST00238,Male,32,1,Two-wheeler,0,2018-05-03,2020-06-03,127,6,833.14,Pune,762,1,2020-06-15,25,393,0.23622037944079552,119.02
CUST00239,Male,48,1,Two-wheeler,0,2018-12-04,2021-04-02,170,5,1525.07,Pune,850,0,,28,90,0.17647052595157908,254.1783333333333
CUST00240,Male,31,1,Four-wheeler,1,2016-11-10,2021-07-01,77,22,3535.94,Pune,1694,0,,56,0,0.38961032061210377,153.73652173913044
CUST00241,Female,58,0,Two-wheeler,0,2017-07-26,2021-05-21,93,15,1771.54,Pune,1395,1,2021-05-27,46,41,0.32258057578912347,110.72125
CUST00242,Female,21,0,Two-wheeler,0,2019-07-08,2021-06-09,117,6,1492.32,Pune,702,1,2021-06-18,23,22,0.2564101468332706,213.1885714285714
CUST00243,Female,51,0,Two-wheeler,0,2020-03-08,2021-03-28,55,7,1526.61,Pune,385,0,,12,95,0.5454541204253607,190.82625
CUST00244,Male,32,1,Two-wheeler,0,2021-04-04,2021-05-29,55,1,1247.18,Pune,55,1,2021-06-11,1,33,0.5454515702641622,623.59
CUST00245,Male,46,1,Four-wheeler,1,2018-10-27,2021-06-24,78,13,3375.24,Pune,971,0,,32,7,0.40164766169485216,241.0885714285714
CUST00246,Female,60,0,Four-wheeler,1,2016-01-27,2021-06-17,82,24,3705.29,Pune,1968,0,,65,14,0.3658536027662191,148.2116
CUST00247,Male,36,1,Four-wheeler,1,2020-05-03,2021-06-10,91,7,2696.61,Pune,403,0,,13,21,0.5210914235051438,337.07625
CUST00248,Female,59,0,Two-wheeler,0,2021-04-22,2021-06-16,55,1,1373.08,Pune,55,1,2021-06-25,1,15,0.5454515702641622,686.54
CUST00249,Female,50,0,Four-wheeler,1,2016-10-05,2021-05-15,153,11,3775.16,Pune,1683,0,,56,47,0.1960783964209632,314.59666666666664
CUST00250,Female,53,0,Two-wheeler,0,2021-03-15,2021-06-25,102,1,2156.29,Pune,102,0,,3,6,0.2941167820094647,1078.145
CUST00251,Male,43,1,Two-wheeler,0,2017-06-05,2021-02-05,149,9,1340.67,Pune,1341,0,,44,146,0.2013422368361886,134.067
CUST00252,Male,64,1,Two-wheeler,0,2021-04-12,2021-06-15,115,2,1974.15,Pune,64,0,,2,16,0.9374956054893493,658.0500000000001
CUST00253,Female,54,0,Two-wheeler,0,2016-10-31,2021-06-17,137,13,2176.01,Pune,1690,0,,56,14,0.23076918980428582,155.42928571428573
CUST00254,Male,25,1,Four-wheeler,1,2020-09-27,2021-01-17,112,1,3345.85,Pune,112,0,,3,165,0.2678564253845749,1672.925
CUST00255,Male,38,1,Four-wheeler,1,2016-11-14,2020-09-22,176,8,3276.72,Pune,1408,0,,46,282,0.1704545091361131,364.08
CUST00256,Male,49,1,Four-wheeler,1,2020-04-03,2021-05-21,59,7,3427.17,Pune,413,0,,13,41,0.5084742069194623,428.39625
CUST00257,Female,26,0,Two-wheeler,0,2019-06-30,2021-05-18,86,8,1467.22,Pune,688,0,,22,44,0.3488370571931437,163.02444444444444
CUST00258,Male,29,1,Two-wheeler,0,2017-04-02,2021-06-27,133,12,1936.33,Pune,1547,1,2021-06-29,51,4,0.23270842287490182,148.94846153846154
CUST00259,Male,60,1,Two-wheeler,0,2020-06-22,2021-05-12,108,3,1190.51,Pune,324,0,,10,50,0.27777752057636984,297.6275
CUST00260,Male,51,1,Two-wheeler,0,2018-04-17,2021-01-10,111,9,2115.23,Pune,999,0,,33,172,0.27027018910805134,211.523
CUST00261,Male,53,1,Two-wheeler,0,2017-05-01,2021-06-29,95,16,1179.7,Pune,1520,0,,50,2,0.315789411357353,69.39411764705882
CUST00262,Female,47,0,Two-wheeler,0,2020-01-15,2021-05-19,49,10,994.23,Pune,490,0,,16,43,0.6122445231155982,90.38454545454546
CUST00263,Male,34,1,Two-wheeler,0,2016-01-18,2021-06-16,152,13,1709.51,Pune,1976,1,2021-06-30,65,15,0.1973683910877949,122.10785714285714
CUST00264,Male,49,1,Two-wheeler,0,2020-12-15,2021-05-24,32,5,1992.22,Pune,160,0,,5,38,0.937498242190796,332.0366666666667
CUST00265,Female,56,0,Four-wheeler,1,2021-05-02,2021-06-27,93,2,3571.46,Pune,56,1,2021-06-30,1,4,1.0714228316634018,1190.4866666666667
CUST00266,Female,48,0,Four-wheeler,1,2018-08-08,2021-06-11,89,12,3674.03,Pune,1038,0,,34,20,0.34682070901135575,282.6176923076923
CUST00267,Male,41,1,Four-wheeler,1,2018-04-18,2021-06-04,104,12,4281.72,Pune,1143,0,,38,27,0.3149605472544495,329.36307692307696
CUST00268,Female,23,0,Four-wheeler,1,2017-09-09,2021-06-14,159,9,3997.86,Pune,1374,1,2021-06-23,45,17,0.19650650731298966,399.786
CUST00269,Male,39,1,Two-wheeler,0,2016-04-05,2021-04-05,166,11,1512.37,Pune,1826,1,2021-04-23,60,87,0.1807228618746667,126.03083333333332
CUST00270,Male,51,1,Four-wheeler,1,2020-12-23,2021-06-22,165,2,3327.54,Pune,181,0,,6,9,0.33149116327431505,1109.18
CUST00271,Female,55,0,Four-wheeler,1,2018-10-29,2021-06-12,87,11,3938.02,Pune,957,0,,31,19,0.34482747811050846,328.16833333333335
CUST00272,Female,23,0,Two-wheeler,0,2016-08-18,2021-06-21,68,26,1831.71,Pune,1768,0,,58,10,0.44117639572798717,67.84111111111112
CUST00273,Female,46,0,Two-wheeler,0,2020-12-15,2021-06-07,87,2,1667.43,Pune,174,0,,5,24,0.3448269916776006,555.8100000000001
CUST00274,Female,36,0,Four-wheeler,1,2017-12-30,2021-02-16,88,13,3369.19,Pune,1144,0,,38,135,0.3409090015098772,240.65642857142856
CUST00275,Male,31,1,Two-wheeler,0,2017-03-02,2020-12-31,100,14,1469.44,Pune,1400,1,2021-05-10,46,182,0.2999999357142995,97.96266666666666
CUST00276,Male,41,1,Two-wheeler,0,2017-03-29,2021-06-02,163,10,1440.99,Pune,1526,0,,50,29,0.19659235977869727,130.9990909090909
CUST00277,Female,36,0,Two-wheeler,0,2020-04-15,2021-06-10,174,3,1375.85,Pune,421,1,2021-06-25,14,21,0.21377656975541348,343.9625
CUST00278,Male,29,1,Two-wheeler,0,2020-09-10,2020-12-12,93,1,1259.54,Pune,93,1,2021-03-31,3,201,0.3225796045819207,629.77
CUST00279,Female,20,0,Two-wheeler,0,2016-06-19,2021-05-09,119,15,1606.08,Pune,1785,1,2021-06-06,59,53,0.25210079796625245,100.38
CUST00280,Female,41,0,Two-wheeler,0,2016-11-18,2021-06-21,91,19,1241.47,Pune,1676,0,,55,10,0.340095404517529,62.0735
CUST00281,Female,45,0,Two-wheeler,0,2018-07-17,2021-06-09,105,12,1570.95,Pune,1058,0,,35,22,0.340264553800221,120.8423076923077
CUST00282,Male,37,1,Two-wheeler,0,2018-05-06,2021-06-04,45,25,660.05,Pune,1125,0,,37,27,0.6666664888889362,25.38653846153846
CUST00283,Male,33,1,Four-wheeler,1,2019-06-26,2021-04-22,37,18,3260.05,Pune,666,0,,22,70,0.8108104455808804,171.58157894736843
CUST00284,Male,48,1,Two-wheeler,0,2016-11-10,2021-06-19,159,11,1939.33,Pune,1682,0,,56,12,0.19619497095214547,161.61083333333332
CUST00285,Male,31,1,Two-wheeler,0,2017-03-28,2020-06-09,167,7,1139.83,Pune,1169,0,,38,387,0.1796406724617607,142.47875
CUST00286,Male,55,1,Two-wheeler,0,2018-01-05,2021-04-29,110,11,1736.84,Pune,1210,0,,40,63,0.27272720510895737,144.73666666666665
CUST00287,Male,54,1,Four-wheeler,1,2016-02-07,2021-06-13,31,63,3173.09,Pune,1953,1,2021-06-18,65,18,0.9677417868292186,49.57953125
CUST00288,Male,31,1,Two-wheeler,0,2017-11-20,2021-04-21,52,24,1810.31,Pune,1248,0,,41,71,0.5769229382396782,72.41239999999999
CUST00289,Male,26,1,Two-wheeler,0,2018-12-09,2021-05-02,175,5,1381.16,Pune,875,0,,29,60,0.17142851265308137,230.19333333333336
CUST00290,Male,48,1,Four-wheeler,1,2017-03-21,2021-06-15,91,17,3365.34,Pune,1547,0,,51,16,0.32967026573944425,186.96333333333334
CUST00291,Male,30,1,Four-wheeler,1,2019-10-13,2021-06-28,67,11,3521.74,Pune,624,0,,20,3,0.5288458995933175,293.4783333333333
CUST00292,Male,52,1,Two-wheeler,0,2019-07-01,2021-06-20,90,8,962.63,Pune,720,0,,24,11,0.3333331944445023,106.9588888888889
CUST00293,Female,25,0,Four-wheeler,1,2019-08-12,2021-06-10,158,5,3888.84,Pune,668,0,,22,21,0.22455079735742636,648.14
CUST00294,Male,34,1,Two-wheeler,0,2019-09-20,2021-05-16,151,4,2021.37,Pune,604,0,,20,46,0.1986753980089083,404.274
CUST00295,Male,51,1,Two-wheeler,0,2018-01-14,2021-06-18,139,9,1355.99,Pune,1251,0,,41,13,0.21582728637235335,135.599
CUST00296,Male,30,1,Two-wheeler,0,2016-11-11,2021-03-11,51,31,1709.68,Pune,1581,0,,52,112,0.5882351824980677,53.4275
CUST00297,Female,42,0,Two-wheeler,0,2016-11-18,2021-06-27,103,17,1811.56,Pune,1682,0,,56,4,0.30321040965331575,100.64222222222222
CUST00298,Male,45,1,Four-wheeler,1,2017-09-23,2021-06-08,52,27,3463.5,Pune,1354,0,,45,23,0.5982273416039863,123.69642857142857
CUST00299,Male,53,1,Two-wheeler,0,2020-05-07,2021-06-07,99,4,1056.7,Pune,396,1,2021-06-24,13,24,0.30303007346206556,211.34
CUST00300,Male,53,1,Two-wheeler,0,2018-08-18,2021-05-31,113,9,2137.63,Pune,1017,0,,33,31,0.26548664734907157,213.763
CUST00301,Male,48,1,Four-wheeler,1,2016-09-27,2021-06-03,57,30,3342.99,Pune,1710,0,,57,28,0.526315697137597,107.83838709677418
CUST00302,Male,23,1,Four-wheeler,1,2018-09-18,2021-03-24,51,18,3256.35,Pune,918,0,,30,99,0.5882351018839536,171.38684210526316
CUST00303,Male,36,1,Two-wheeler,0,2019-03-18,2021-06-16,99,9,2155.52,Pune,821,0,,27,15,0.3288671149084842,215.552
CUST00304,Male,54,1,Four-wheeler,1,2017-07-11,2021-06-08,34,42,3744.02,Pune,1428,0,,47,23,0.8823527558082445,87.07023255813954
CUST00305,Female,32,0,Two-wheeler,0,2018-02-17,2021-04-19,89,13,1602.97,Pune,1157,0,,38,73,0.337078564283864,114.49785714285714
CUST00306,Female,60,0,Four-wheeler,1,2017-01-17,2021-01-23,163,9,3111.7,Pune,1467,0,,48,159,0.1840490421167603,311.16999999999996
CUST00307,Male,58,1,Four-wheeler,1,2018-04-01,2021-06-02,85,14,3821.12,Pune,1158,1,2021-06-05,38,29,0.362694206555905,254.74133333333333
CUST00308,Male,34,1,Four-wheeler,1,2016-02-01,2020-10-26,133,13,4658.61,Pune,1729,0,,57,248,0.22556387063669103,332.7578571428571
CUST00309,Female,48,0,Two-wheeler,0,2016-03-08,2021-05-29,106,18,1852.2,Pune,1908,0,,63,33,0.2830188234247133,97.48421052631579
CUST00310,Male,48,1,Two-wheeler,0,2019-01-07,2021-06-30,104,9,1698.44,Pune,905,0,,30,1,0.29834244253841685,169.844
CUST00311,Male,30,1,Two-wheeler,0,2021-03-27,2021-06-21,154,1,1788.44,Pune,86,0,,2,10,0.3488359924325845,894.22
CUST00312,Male,51,1,Two-wheeler,0,2018-12-20,2021-06-04,138,7,1368.75,Pune,897,0,,29,27,0.23411363407570768,171.09375
CUST00313,Male,21,1,Two-wheeler,0,2016-08-14,2021-05-16,124,14,1364.94,Pune,1736,1,2021-05-18,57,46,0.24193544206184756,90.99600000000001
CUST00314,Female,33,0,Four-wheeler,1,2018-05-31,2021-02-18,142,7,3359.82,Pune,994,0,,33,133,0.2112675418709632,419.9775
CUST00315,Female,39,0,Two-wheeler,0,2018-08-22,2021-06-11,64,16,1270.02,Pune,1024,0,,34,20,0.46874986267093866,74.70705882352941
CUST00316,Male,41,1,Two-wheeler,0,2020-01-15,2021-04-21,77,6,1359.02,Pune,462,0,,15,71,0.3896101366167944,194.1457142857143
CUST00317,Male,30,1,Four-wheeler,1,2017-11-19,2021-05-22,64,20,3357.16,Pune,1280,0,,42,40,0.4687498901367445,159.8647619047619
CUST00318,Male,46,1,Two-wheeler,0,2018-06-23,2021-06-08,129,9,1402.13,Pune,1081,0,,36,23,0.24976866333894635,140.21300000000002
CUST00319,Male,22,1,Four-wheeler,1,2016-05-23,2021-04-19,128,14,3390.93,Pune,1792,0,,59,73,0.2343749607631204,226.06199999999998
CUST00320,Male,36,1,Two-wheeler,0,2017-03-19,2021-06-06,154,10,1597.2,Pune,1540,1,2021-06-21,51,25,0.19480515685613825,145.20000000000002
CUST00321,Male,63,1,Two-wheeler,0,2020-07-12,2020-12-26,167,1,1531.52,Pune,167,1,2021-02-14,5,187,0.17964039585557634,765.76
CUST00322,Female,47,0,Two-wheeler,0,2018-06-22,2021-05-01,58,18,1566.94,Pune,1044,0,,34,61,0.5172412306778073,82.47052631578947
CUST00323,Male,48,1,Two-wheeler,0,2021-03-24,2021-06-02,156,1,2108.92,Pune,70,1,2021-06-29,2,29,0.42856959184460636,1054.46
CUST00324,Male,40,1,Four-wheeler,1,2020-05-24,2021-06-15,49,9,3530.69,Pune,387,0,,12,16,0.6976738777721878,353.069
CUST00325,Female,35,0,Two-wheeler,0,2020-08-28,2021-06-04,116,3,2384.36,Pune,280,0,,9,27,0.3214282270411853,596.09
CUST00326,Female,56,0,Two-wheeler,0,2017-03-03,2020-04-10,162,7,1641.08,Pune,1134,0,,37,447,0.1851851361944084,205.135
CUST00327,Male,39,1,Two-wheeler,0,2018-08-22,2021-04-08,80,12,1321.1,Pune,960,0,,32,84,0.3749998828125366,101.62307692307692
CUST00328,Male,25,1,Two-wheeler,0,2018-06-29,2020-01-18,142,4,2039.83,Pune,568,1,2020-08-14,18,530,0.21126749404885878,407.966
CUST00329,Male,38,1,Four-wheeler,1,2017-11-03,2021-06-28,43,31,3468.19,Pune,1333,0,,44,3,0.6976742615886883,108.3809375
CUST00330,Male,24,1,Two-wheeler,0,2016-03-16,2020-12-30,175,10,542.53,Pune,1750,1,2021-01-25,58,183,0.17142854204082134,49.32090909090909
CUST00331,Male,22,1,Four-wheeler,1,2017-06-13,2021-05-11,84,17,3498.4,Pune,1428,0,,47,51,0.3571427821128609,194.35555555555555
CUST00332,Female,20,0,Four-wheeler,1,2017-06-30,2021-06-22,116,13,3400.33,Pune,1453,0,,48,9,0.26841013040396483,242.88071428571428
CUST00333,Male,57,1,Two-wheeler,0,2018-09-26,2021-06-21,88,12,2142.62,Pune,999,0,,33,10,0.3603602521440684,164.81692307692308
CUST00334,Male,34,1,Four-wheeler,1,2019-01-09,2021-06-12,179,6,3140.97,Pune,885,0,,29,19,0.2033897615627927,448.71
CUST00335,Male,53,1,Two-wheeler,0,2020-05-15,2021-06-16,94,5,1366.94,Pune,397,0,,13,15,0.3778334676321404,227.82333333333335
CUST00336,Male,54,1,Two-wheeler,0,2019-06-06,2021-06-19,133,7,2007.06,Pune,744,1,2021-06-27,24,12,0.28225795070243925,250.8825
CUST00337,Female,44,0,Two-wheeler,0,2019-01-16,2021-06-02,179,6,1657.76,Pune,868,1,2021-06-20,28,29,0.20737320021663588,236.82285714285715
CUST00338,Female,43,0,Four-wheeler,1,2017-10-02,2021-01-11,171,7,3431.42,Pune,1197,0,,39,171,0.175438552521666,428.9275
CUST00339,Male,31,1,Four-wheeler,1,2020-09-22,2021-03-18,177,1,3197.41,Pune,177,0,,5,105,0.1694912381504438,1598.705
CUST00340,Male,37,1,Two-wheeler,0,2018-06-27,2021-02-17,69,14,1640.7,Pune,966,0,,32,134,0.43478247367003914,109.38000000000001
CUST00341,Male,34,1,Four-wheeler,1,2018-10-21,2021-06-03,147,7,3488.28,Pune,956,0,,31,28,0.2196652030339321,436.035
CUST00342,Male,63,1,Two-wheeler,0,2020-01-16,2021-05-06,119,4,1192.87,Pune,476,0,,15,56,0.2521006814491503,238.57399999999998
CUST00343,Male,35,1,Two-wheeler,0,2019-07-10,2021-06-14,123,6,1213.66,Pune,705,0,,23,17,0.2553190402897701,173.38000000000002
CUST00344,Male,46,1,Two-wheeler,0,2016-12-17,2021-06-27,95,18,1174.21,Pune,1653,0,,55,4,0.32667870659188625,61.800526315789476
CUST00345,Male,27,1,Four-wheeler,1,2018-12-13,2021-05-11,55,16,3102.98,Pune,880,1,2021-06-21,29,51,0.5454543595041956,182.52823529411765
CUST00346,Male,44,1,Four-wheeler,1,2020-09-11,2021-06-26,72,4,3873.61,Pune,288,0,,9,5,0.41666623263934105,774.722
CUST00347,Male,36,1,Two-wheeler,0,2016-09-04,2021-02-01,179,9,1819.76,Pune,1611,0,,53,150,0.16759773415312212,181.976
CUST00348,Male,48,1,Two-wheeler,0,2017-06-27,2021-05-10,157,9,1874.27,Pune,1413,1,2021-06-15,47,52,0.19108276197818216,187.427
CUST00349,Male,27,1,Two-wheeler,0,2020-01-12,2020-12-16,113,3,1501.8,Pune,339,1,2021-01-30,11,197,0.2654864907199197,375.45
CUST00350,Male,34,1,Two-wheeler,0,2018-06-14,2021-06-28,74,15,1402.95,Pune,1110,0,,37,3,0.4054052958364065,87.684375
CUST00351,Male,46,1,Two-wheeler,0,2016-02-16,2021-04-02,117,16,1410.25,Pune,1872,1,2021-05-08,62,90,0.25641021531887576,82.95588235294117
CUST00352,Female,26,0,Four-wheeler,1,2020-03-27,2021-01-17,148,2,3908.44,Pune,296,0,,9,165,0.2027024972609825,1302.8133333333333
CUST00353,Male,22,1,Two-wheeler,0,2021-01-22,2021-06-17,86,3,771.94,Pune,146,0,,4,14,0.6164370895128298,192.985
CUST00354,Male,48,1,Two-wheeler,0,2019-02-15,2021-05-28,49,17,1294.21,Pune,833,1,2021-05-30,27,34,0.6122446774629013,71.90055555555556
CUST00355,Male,63,1,Two-wheeler,0,2019-05-20,2021-06-23,153,5,1145.06,Pune,765,0,,25,8,0.19607835447907668,190.84333333333333
CUST00356,Male,43,1,Four-wheeler,1,2018-12-27,2021-05-06,123,7,4043.96,Pune,861,0,,28,56,0.24390235404099164,505.495
CUST00357,Male,22,1,Four-wheeler,1,2018-04-17,2021-06-24,176,8,3309.02,Pune,1164,0,,38,7,0.20618551386971293,367.6688888888889
CUST00358,Male,39,1,Two-wheeler,0,2020-09-18,2021-06-19,137,2,845.6,Pune,274,1,2021-06-30,9,12,0.21897786243299736,281.8666666666667
CUST00359,Female,34,0,Four-wheeler,1,2020-01-23,2021-04-02,87,5,3589.37,Pune,435,0,,14,90,0.3448273483949322,598.2283333333334
CUST00360,Male,44,1,Two-wheeler,0,2021-04-09,2021-06-07,131,1,1351.95,Pune,59,1,2021-06-10,1,24,0.5084719908203856,675.975
CUST00361,Male,49,1,Two-wheeler,0,2018-07-21,2021-04-18,167,6,1277.23,Pune,1002,1,2021-06-07,33,74,0.17964066477824406,182.46142857142857
